Type de changement	 Fichier non corrigé	 Fichier corrigé	 Mots du fichier non corrigé remplacés dans le fichier corrigé	 Mots remplaçants dans le fichier corrigé	
equal 	   EN_non_corr_lg_9.csv[0:13]	 EN_corr_lg_9.csv[0:13]	 ['"Poesies', 'DE', 'Valentin', '"', 'HENRI', 'PUBLIEES', 'MM. T. LAROUSSILHE', '"Passage Choiseul', 'PARIS', 'J. GIRMA', 'LIBRAIRE', '24"', '"Boulevard Gambetta']	 ['"Poesies', 'DE', 'Valentin', '"', 'HENRI', 'PUBLIEES', 'MM. T. LAROUSSILHE', '"Passage Choiseul', 'PARIS', 'J. GIRMA', 'LIBRAIRE', '24"', '"Boulevard Gambetta']
replace	   EN_non_corr_lg_9.csv[6341:6344]	 EN_corr_lg_9.csv[5864:5866]	 ['"Epitre iv', 'AU ROI', 'En vain"']	 ['"Pitre iv', 'AU"']
equal 	   EN_non_corr_lg_9.csv[6344:6345]	 EN_corr_lg_9.csv[5866:5867]	 ['Hollande']	 ['Hollande']
replace	   EN_non_corr_lg_9.csv[6345:6346]	 EN_corr_lg_9.csv[5867:5869]	 ['Issel']	 ['"Missel,', 'Pour trouver un beau"']
equal 	   EN_non_corr_lg_9.csv[6346:6351]	 EN_corr_lg_9.csv[5869:5874]	 ['"Tessel.', '"', '"Woërden\xa0?', '"', 'Heusden']	 ['"Tessel.', '"', '"Woërden\xa0?', '"', 'Heusden']
replace	   EN_non_corr_lg_9.csv[6351:6354]	 EN_corr_lg_9.csv[5874:5878]	 ['"Zuiderzée\xa0?', '"', 'Zutphen']	 ['"Guiderée\xa0?', '"', '"Doëbourg,', 'Zutphen"']
equal 	   EN_non_corr_lg_9.csv[6354:6355]	 EN_corr_lg_9.csv[5878:5879]	 ['Wageninghen']	 ['Wageninghen']
replace	   EN_non_corr_lg_9.csv[6355:6357]	 EN_corr_lg_9.csv[5879:5880]	 ['"Leck,', '"']	 ['Hal']
equal 	   EN_non_corr_lg_9.csv[6357:6362]	 EN_corr_lg_9.csv[5880:5885]	 ['Laissaient', 'Pégase', 'Mon Apollon', 'Nimègue', 'Que ma muse']	 ['Laissaient', 'Pégase', 'Mon Apollon', 'Nimègue', 'Que ma muse']
insert	   EN_non_corr_lg_9.csv[6362:6362]	 EN_corr_lg_9.csv[5885:5886]	       []	 ['Orson']
equal 	   EN_non_corr_lg_9.csv[6362:6368]	 EN_corr_lg_9.csv[5886:5892]	 ['Rhin', 'Muses', 'mont Adule', 'Le Rhin', 'Dormait', 'A']	 ['Rhin', 'Muses', 'mont Adule', 'Le Rhin', 'Dormait', 'A']
replace	   EN_non_corr_lg_9.csv[6368:6369]	 EN_corr_lg_9.csv[5892:5894]	 ['Que Rhinberg']	 ['Weinberg', '"Wesel, terrassés"']
equal 	   EN_non_corr_lg_9.csv[6369:6378]	 EN_corr_lg_9.csv[5894:5903]	 ['Tholus', 'i Montagne', 'Rhin', 'Jupiter', 'Romain', 'Le Rhin', 'Escaut', 'Ait', 'Montrons']	 ['Tholus', 'i Montagne', 'Rhin', 'Jupiter', 'Romain', 'Le Rhin', 'Escaut', 'Ait', 'Montrons']
replace	   EN_non_corr_lg_9.csv[6378:6379]	 EN_corr_lg_9.csv[5903:5904]	 ['Skink']	 ['Skin']
equal 	   EN_non_corr_lg_9.csv[6379:6395]	 EN_corr_lg_9.csv[5904:5920]	 ['Grands', 'Du Rhin', 'Tholus', 'Jules César', 'Hollandais', 'Pro', 'Laissez là ces mousquets', 'Ressuscite', 'Louis', 'Grammont', 'Nage', 'Revel', 'Marche des cuirassiers l’escadron', 'Lesdiguière i', 'Vivonne', 'Nantouillet']	 ['Grands', 'Du Rhin', 'Tholus', 'Jules César', 'Hollandais', 'Pro', 'Laissez là ces mousquets', 'Ressuscite', 'Louis', 'Grammont', 'Nage', 'Revel', 'Marche des cuirassiers l’escadron', 'Lesdiguière i', 'Vivonne', 'Nantouillet']
replace	   EN_non_corr_lg_9.csv[6395:6396]	 EN_corr_lg_9.csv[5920:5921]	 ['"Salart\xa0;']	 ['"Salari\xa0;']
equal 	   EN_non_corr_lg_9.csv[6396:6401]	 EN_corr_lg_9.csv[5921:5926]	 ['"', 'Vendôme', 'La Salle', 'Beringhen', 'Nogent']	 ['"', 'Vendôme', 'La Salle', 'Beringhen', 'Nogent']
replace	   EN_non_corr_lg_9.csv[6401:6402]	 EN_corr_lg_9.csv[5926:5928]	 ['Ambre']	 ['"Ambre, Pavois,', '"']
equal 	   EN_non_corr_lg_9.csv[6402:6414]	 EN_corr_lg_9.csv[5928:5940]	 ['Fendent', 'Louis', 'comte de Guiche', 'comte de Saux', 'le Rhin', 'M. le prince', 'M. le duc', 'Cent guerriers', 'Le Rhin', 'Louis', 'Grammont', 'Mars']	 ['Fendent', 'Louis', 'comte de Guiche', 'comte de Saux', 'le Rhin', 'M. le prince', 'M. le duc', 'Cent guerriers', 'Le Rhin', 'Louis', 'Grammont', 'Mars']
replace	   EN_non_corr_lg_9.csv[6414:6415]	 EN_corr_lg_9.csv[5940:5941]	 ['"Bellone\xa0:']	 ['"Bellonne\xa0:']
equal 	   EN_non_corr_lg_9.csv[6415:6422]	 EN_corr_lg_9.csv[5941:5948]	 ['"', 'Le Rhin', 'Un bruit', 'Enghien', 'Condé', 'Condé', 'Louis']	 ['"', 'Le Rhin', 'Un bruit', 'Enghien', 'Condé', 'Condé', 'Louis']
replace	   EN_non_corr_lg_9.csv[6422:6423]	 EN_corr_lg_9.csv[5948:5949]	 ['A Wurtsi']	 ['A Quarts']
equal 	   EN_non_corr_lg_9.csv[6423:6426]	 EN_corr_lg_9.csv[5949:5952]	 ['Hector', '"Wurts\xa0!', 'Sans ce terrible"']	 ['Hector', '"Wurts\xa0!', 'Sans ce terrible"']
replace	   EN_non_corr_lg_9.csv[6426:6428]	 EN_corr_lg_9.csv[5952:5953]	 ['"Skink, dans mes vers emporté,', 'De ses fameux remparts"']	 ['Skin']
equal 	   EN_non_corr_lg_9.csv[6428:6429]	 EN_corr_lg_9.csv[5953:5954]	 ['Wurts']	 ['Wurts']
replace	   EN_non_corr_lg_9.csv[6429:6430]	 EN_corr_lg_9.csv[5954:5955]	 ['Arnheim']	 ['Arnhem']
equal 	   EN_non_corr_lg_9.csv[6430:6434]	 EN_corr_lg_9.csv[5955:5959]	 ['"Hildesheim.', '"', 'Ciel', '"Scamandre\xa0;']	 ['"Hildesheim.', '"', 'Ciel', '"Scamandre\xa0;']
replace	   EN_non_corr_lg_9.csv[6434:6436]	 EN_corr_lg_9.csv[5959:5960]	 ['D’y trouver d’"', 'Ilion']	 ['D’y trouver d’Lion"']
equal 	   EN_non_corr_lg_9.csv[6436:6440]	 EN_corr_lg_9.csv[5960:5964]	 ['Grecs', 'Firent', 'Louis', 'Hellespont']	 ['Grecs', 'Firent', 'Louis', 'Hellespont']
replace	   EN_non_corr_lg_9.csv[6440:6442]	 EN_corr_lg_9.csv[5964:5966]	 ['"Epitre v', '"']	 ['"Pitre v', 'A"']
equal 	   EN_non_corr_lg_9.csv[6442:6459]	 EN_corr_lg_9.csv[5966:5983]	 ['Aspirait', 'Rientôt', 'Aiguisent', 'Pinchêne', 'Pinchêne', 'Voilure', 'Mes défauts désormais', 'Saturne', 'Que Rohauti', 'Bernier', 'Alexandre', 'Cherche', 'Où le Perse', 'i Fameux', 'Gassendi', 'Paris', 'Cusco']	 ['Aspirait', 'Rientôt', 'Aiguisent', 'Pinchêne', 'Pinchêne', 'Voilure', 'Mes défauts désormais', 'Saturne', 'Que Rohauti', 'Bernier', 'Alexandre', 'Cherche', 'Où le Perse', 'i Fameux', 'Gassendi', 'Paris', 'Cusco']
replace	   EN_non_corr_lg_9.csv[6459:6460]	 EN_corr_lg_9.csv[5983:5984]	 ['Potose 2']	 ['Potosi']
equal 	   EN_non_corr_lg_9.csv[6460:6465]	 EN_corr_lg_9.csv[5984:5989]	 ['Ciel', 'Guérissant', 'Tourmenta', 'Déjà nouveau seigneur', 'En mille vains projets']	 ['Ciel', 'Guérissant', 'Tourmenta', 'Déjà nouveau seigneur', 'En mille vains projets']
replace	   EN_non_corr_lg_9.csv[6465:6466]	 EN_corr_lg_9.csv[5989:5990]	 ['i Ville du']	 ['Ville']
equal 	   EN_non_corr_lg_9.csv[6466:6469]	 EN_corr_lg_9.csv[5990:5993]	 ['Pérou', 'Montagne', 'l’Amérique']	 ['Pérou', 'Montagne', 'l’Amérique']
replace	   EN_non_corr_lg_9.csv[6469:6470]	 EN_corr_lg_9.csv[5993:5994]	 ['EPITRE V']	 ['PITRE V']
equal 	   EN_non_corr_lg_9.csv[6470:6471]	 EN_corr_lg_9.csv[5994:5995]	 ['louis']	 ['louis']
replace	   EN_non_corr_lg_9.csv[6471:6472]	 EN_corr_lg_9.csv[5995:5996]	 ['Patru']	 ['"Paru *,"']
equal 	   EN_non_corr_lg_9.csv[6472:6488]	 EN_corr_lg_9.csv[5996:6012]	 ['la France', 'Jeta', 'Guilleragues', 'Ton', 'En mourant me laissa', '"Un revenu léger,"', 'i Fameux', 'Aristippe', 'Diogène', 'Cratès', 'Parnasse', 'Dormir', 'Crut', '"Ni les cris douloureux de mes vains adversaires,', 'Ne"', 'Me']	 ['la France', 'Jeta', 'Guilleragues', 'Ton', 'En mourant me laissa', '"Un revenu léger,"', 'i Fameux', 'Aristippe', 'Diogène', 'Cratès', 'Parnasse', 'Dormir', 'Crut', '"Ni les cris douloureux de mes vains adversaires,', 'Ne"', 'Me']
replace	   EN_non_corr_lg_9.csv[6488:6493]	 EN_corr_lg_9.csv[6012:6018]	 ['Ou d’un vil intérêt', '"Epitre vi', 'A"', '"DE LAMOIGNON', '"']	 ['"Pitre vi', '"', '"DE PLAMONDON', '"', '"Plamondon, je suis les chagrins de la ville,', 'Et contre eux la campagne"']
equal 	   EN_non_corr_lg_9.csv[6493:6497]	 EN_corr_lg_9.csv[6018:6022]	 ['La Seine', 'Voit', 'Le soleil', 'Et le mont']	 ['La Seine', 'Voit', 'Le soleil', 'Et le mont']
replace	   EN_non_corr_lg_9.csv[6497:6499]	 EN_corr_lg_9.csv[6022:6024]	 ['Chrétien-François de Lamoignon de Bâville', 'Guillaume de Lamoignon']	 ['Chrétien-François de Plamondon de Bâville', 'Guillaume de Plamondon']
equal 	   EN_non_corr_lg_9.csv[6499:6500]	 EN_corr_lg_9.csv[6024:6025]	 ['Roche-Guyon']	 ['Roche-Guyon']
replace	   EN_non_corr_lg_9.csv[6500:6502]	 EN_corr_lg_9.csv[6025:6027]	 ['M. Dongois', 'Lamoignon']	 ['M. Danois', 'Plamondon']
equal 	   EN_non_corr_lg_9.csv[6502:6505]	 EN_corr_lg_9.csv[6027:6030]	 ['Met', 'Parque', 'Ou d’un plomb']	 ['Met', 'Parque', 'Ou d’un plomb']
replace	   EN_non_corr_lg_9.csv[6505:6506]	 EN_corr_lg_9.csv[6030:6031]	 ['"Broussain,']	 ['"Toussaint,']
equal 	   EN_non_corr_lg_9.csv[6506:6513]	 EN_corr_lg_9.csv[6031:6038]	 ['Tout ce qu’on boit"', 'Bergeratd', 'Paris', 'Veut qu’encor tout poudreux', 'Marais', 'i Fameux', '"Hier, dit-on, de vous"']	 ['Tout ce qu’on boit"', 'Bergeratd', 'Paris', 'Veut qu’encor tout poudreux', 'Marais', 'i Fameux', '"Hier, dit-on, de vous"']
replace	   EN_non_corr_lg_9.csv[6513:6514]	 EN_corr_lg_9.csv[6038:6039]	 ['Pradon']	 ['Pardon']
equal 	   EN_non_corr_lg_9.csv[6514:6536]	 EN_corr_lg_9.csv[6039:6061]	 ['au Louvre', 'Palais-Royal 2', 'Donna', 'Contre eux la vérité m’est un faible secours', 'Paris', 'Juge si', 'Muses', 'Sorte de chapeaux de laine', 'Caudebec', 'Normandie', 'Croit', 'Apollon', 'Valencienne', '"Que Cambrai, des Français"', 'Saint-Omer', 'Nassau', 'Philippe', 'Dieu', '"Achilles,', 'Croit"', 'la France', 'Vit']	 ['au Louvre', 'Palais-Royal 2', 'Donna', 'Contre eux la vérité m’est un faible secours', 'Paris', 'Juge si', 'Muses', 'Sorte de chapeaux de laine', 'Caudebec', 'Normandie', 'Croit', 'Apollon', 'Valencienne', '"Que Cambrai, des Français"', 'Saint-Omer', 'Nassau', 'Philippe', 'Dieu', '"Achilles,', 'Croit"', 'la France', 'Vit']
replace	   EN_non_corr_lg_9.csv[6536:6537]	 EN_corr_lg_9.csv[6061:6062]	 ['Sur les bords du Permesse']	 ['Sur les bords du Kermesse']
equal 	   EN_non_corr_lg_9.csv[6537:6546]	 EN_corr_lg_9.csv[6062:6071]	 ['bataille de Cassel', 'Philippe de France', 'Croit', 'Déjà moins plein de feu', 'Ma muse', 'Apollon', '"Lion,', 'Et"', 'Paris']	 ['bataille de Cassel', 'Philippe de France', 'Croit', 'Déjà moins plein de feu', 'Ma muse', 'Apollon', '"Lion,', 'Et"', 'Paris']
replace	   EN_non_corr_lg_9.csv[6546:6547]	 EN_corr_lg_9.csv[6071:6072]	 ['Lamoignon']	 ['Plamondon']
equal 	   EN_non_corr_lg_9.csv[6547:6554]	 EN_corr_lg_9.csv[6072:6079]	 ['Paris', 'Thémis', 'Paris', 'Attendre', 'Cérès', 'Pomone', 'Bacchus']	 ['Paris', 'Thémis', 'Paris', 'Attendre', 'Cérès', 'Pomone', 'Bacchus']
delete	   EN_non_corr_lg_9.csv[6554:6555]	 EN_corr_lg_9.csv[6079:6079]	 ['EPITRE']	 []
equal 	   EN_non_corr_lg_9.csv[6555:6559]	 EN_corr_lg_9.csv[6079:6083]	 ['Paris', 'Bâville', 'Thémis', 'Apprenti cavalier galoper']	 ['Paris', 'Bâville', 'Thémis', 'Apprenti cavalier galoper']
replace	   EN_non_corr_lg_9.csv[6559:6560]	 EN_corr_lg_9.csv[6083:6084]	 ['Où Polycrène 2']	 ['Où Polyurène']
equal 	   EN_non_corr_lg_9.csv[6560:6565]	 EN_corr_lg_9.csv[6084:6089]	 ['Discourir', '"Ou la vaste science, ou la vertu"', '"Heureux si les fâcheux, prompts à nous y chercher,', 'N’y viennent point"', 'Bâville']	 ['Discourir', '"Ou la vaste science, ou la vertu"', '"Heureux si les fâcheux, prompts à nous y chercher,', 'N’y viennent point"', 'Bâville']
replace	   EN_non_corr_lg_9.csv[6565:6566]	 EN_corr_lg_9.csv[6089:6090]	 ['M. de Lamoignon']	 ['M. de Plamondon']
equal 	   EN_non_corr_lg_9.csv[6566:6568]	 EN_corr_lg_9.csv[6090:6092]	 ['Fontaine', 'Bâville']	 ['Fontaine', 'Bâville']
replace	   EN_non_corr_lg_9.csv[6568:6571]	 EN_corr_lg_9.csv[6092:6095]	 ['Lamoignon', '"Epitre vii', '"']	 ['"Plamondon.', 'Pitre vii', 'A"']
equal 	   EN_non_corr_lg_9.csv[6571:6580]	 EN_corr_lg_9.csv[6095:6104]	 ['Racine', 'Aulide', '"Grèce assemblée', 'Que dans l’heureux spectacle"', 'Champmeslé', 'Sitôt', 'Apollon', 'Trouve', '"Molière,']	 ['Racine', 'Aulide', '"Grèce assemblée', 'Que dans l’heureux spectacle"', 'Champmeslé', 'Sitôt', 'Apollon', 'Trouve', '"Molière,']
replace	   EN_non_corr_lg_9.csv[6580:6581]	 EN_corr_lg_9.csv[6104:6106]	 ['Mille de ces beaux"']	 ['"', 'Mille de ces beaux']
equal 	   EN_non_corr_lg_9.csv[6581:6582]	 EN_corr_lg_9.csv[6106:6107]	 ['Furent des sots esprits à nos yeux rebutés']	 ['Furent des sots esprits à nos yeux rebutés']
replace	   EN_non_corr_lg_9.csv[6582:6584]	 EN_corr_lg_9.csv[6107:6108]	 ['"EPITRE VII', 'En habits de marquis"']	 ['Célèbre']
equal 	   EN_non_corr_lg_9.csv[6584:6595]	 EN_corr_lg_9.csv[6108:6119]	 ['Pour prix de ses bons mots', 'La Parque', 'Suis les pas de', 'Sophocle', 'Corneille', 'Paris', 'Attachant', 'Ciel', 'Racine', 'Cid', 'Cinna']	 ['Pour prix de ses bons mots', 'La Parque', 'Suis les pas de', 'Sophocle', 'Corneille', 'Paris', 'Attachant', 'Ciel', 'Racine', 'Cid', 'Cinna']
delete	   EN_non_corr_lg_9.csv[6595:6596]	 EN_corr_lg_9.csv[6119:6119]	 ['Et peut-être ta plume aux censeurs']	 []
equal 	   EN_non_corr_lg_9.csv[6596:6610]	 EN_corr_lg_9.csv[6119:6133]	 ['"Pyrrhus', 'Doit"', 'Burrhus', 'la France', 'Sitôt', 'Imite', '"Un flot de vains auteurs follement te ravale,', 'Profite de leur haine et de leur mauvais sens,', 'Ris du bruit passager de leurs cris impuissants."', 'Le Parnasse français', 'Contre tous ces complots', 'Phèdre', 'Vit', 'Perrin']	 ['"Pyrrhus', 'Doit"', 'Burrhus', 'la France', 'Sitôt', 'Imite', '"Un flot de vains auteurs follement te ravale,', 'Profite de leur haine et de leur mauvais sens,', 'Ris du bruit passager de leurs cris impuissants."', 'Le Parnasse français', 'Contre tous ces complots', 'Phèdre', 'Vit', 'Perrin']
insert	   EN_non_corr_lg_9.csv[6610:6610]	 EN_corr_lg_9.csv[6133:6134]	       []	 ['"Enéde,"']
equal 	   EN_non_corr_lg_9.csv[6610:6628]	 EN_corr_lg_9.csv[6134:6152]	 ['France', 'Jonas', 'Senlis', 'Ou le sec traducteur du français', '"Amyot\xa0:', 'Pourvu"', 'Pourvu', 'Chantilly Condé', 'Enghien', 'Colbert', '"Vivonne,', 'Que la Rochefoucauld"', '"Marsillac et Pomponne,', 'Et mille autres"', 'A', 'Que Montausier', '"Admirateurs zélés de toute oeuvre insipide,', 'Que, non loin de la place"']	 ['France', 'Jonas', 'Senlis', 'Ou le sec traducteur du français', '"Amyot\xa0:', 'Pourvu"', 'Pourvu', 'Chantilly Condé', 'Enghien', 'Colbert', '"Vivonne,', 'Que la Rochefoucauld"', '"Marsillac et Pomponne,', 'Et mille autres"', 'A', 'Que Montausier', '"Admirateurs zélés de toute oeuvre insipide,', 'Que, non loin de la place"']
replace	   EN_non_corr_lg_9.csv[6628:6632]	 EN_corr_lg_9.csv[6152:6156]	 ['Brioché', '"Pradon\xa0!', 'i Linière"', '"Epitre viii']	 ['Broché 2', '"Pardon\xa0!', 'i Minière"', '"Pitre viii']
equal 	   EN_non_corr_lg_9.csv[6632:6635]	 EN_corr_lg_9.csv[6156:6159]	 ['AU ROI', 'Grand roi"', 'Enéide']	 ['AU ROI', 'Grand roi"', 'Enéide']
replace	   EN_non_corr_lg_9.csv[6635:6636]	 EN_corr_lg_9.csv[6159:6160]	 ['Déshonorent']	 ['Déshonorant']
equal 	   EN_non_corr_lg_9.csv[6636:6649]	 EN_corr_lg_9.csv[6160:6173]	 ['Dinan', 'Limbourg', 'Bouchain', 'Condé', 'Ton', 'Court', 'Versailles', 'Te', 'muses', 'Font', 'Louis', 'Pharsale', 'La Pharsale']	 ['Dinan', 'Limbourg', 'Bouchain', 'Condé', 'Ton', 'Court', 'Versailles', 'Te', 'muses', 'Font', 'Louis', 'Pharsale', 'La Pharsale']
replace	   EN_non_corr_lg_9.csv[6649:6650]	 EN_corr_lg_9.csv[6173:6174]	 ['EPITRE VIII']	 ['PITRE VIII']
equal 	   EN_non_corr_lg_9.csv[6650:6652]	 EN_corr_lg_9.csv[6174:6176]	 ['Songe', 'Perrin']	 ['Songe', 'Perrin']
replace	   EN_non_corr_lg_9.csv[6652:6653]	 EN_corr_lg_9.csv[6176:6177]	 ['"Pradon.']	 ['"Pardon.']
equal 	   EN_non_corr_lg_9.csv[6653:6656]	 EN_corr_lg_9.csv[6177:6180]	 ['"', 'Vint', 'Charlemagne']	 ['"', 'Vint', 'Charlemagne']
delete	   EN_non_corr_lg_9.csv[6656:6658]	 EN_corr_lg_9.csv[6180:6180]	 ['"EPITRE VIII', 'Horace"']	 []
equal 	   EN_non_corr_lg_9.csv[6658:6668]	 EN_corr_lg_9.csv[6180:6190]	 ['Tullius', 'Tigellius', 'Glycère', 'Auguste', 'Horace', 'Perse', 'Pinchêne', 'Sénateur', 'César', 'Auguste']	 ['Tullius', 'Tigellius', 'Glycère', 'Auguste', 'Horace', 'Perse', 'Pinchêne', 'Sénateur', 'César', 'Auguste']
replace	   EN_non_corr_lg_9.csv[6668:6670]	 EN_corr_lg_9.csv[6190:6191]	 ['"Epitre ix', 'A"']	 ['Pitre']
equal 	   EN_non_corr_lg_9.csv[6670:6683]	 EN_corr_lg_9.csv[6191:6204]	 ['Prêt', 'Ëbre 2', 'Gange', 'Croit', 'Olympe', 'Serre', 'Avalent', 'Dont', 'Donne de l’encensoir', 'Jean-Baptiste Colbert', 'État', 'Jean-Baptiste Colbert', 'État']	 ['Prêt', 'Ëbre 2', 'Gange', 'Croit', 'Olympe', 'Serre', 'Avalent', 'Dont', 'Donne de l’encensoir', 'Jean-Baptiste Colbert', 'État', 'Jean-Baptiste Colbert', 'État']
replace	   EN_non_corr_lg_9.csv[6683:6685]	 EN_corr_lg_9.csv[6204:6205]	 ['Va louer Monterey', 'Oudenarde']	 ["Va louer Monterey ' d’Audenarde"]
equal 	   EN_non_corr_lg_9.csv[6685:6698]	 EN_corr_lg_9.csv[6205:6218]	 ['Turenne', 'Alexandre', 'Mars', 'Mécène', 'Pelée 2', 'Alcmène', 'Louis', 'Imposeraient', 'Un coeur noble', 'Vante', 'Si', 'Pays-Bas', 'Achille']	 ['Turenne', 'Alexandre', 'Mars', 'Mécène', 'Pelée 2', 'Alcmène', 'Louis', 'Imposeraient', 'Un coeur noble', 'Vante', 'Si', 'Pays-Bas', 'Achille']
replace	   EN_non_corr_lg_9.csv[6698:6699]	 EN_corr_lg_9.csv[6218:6219]	 ['EPITRE IX']	 ['PITRE IX']
equal 	   EN_non_corr_lg_9.csv[6699:6707]	 EN_corr_lg_9.csv[6219:6227]	 ['Jonas', 'Childebrand', 'Ni tous ces vains amas de frivoles', 'Miroir d’amour', '"Amitiés, Amourettes,', 'Dont"', '"Seignelay, je m’abuse.', 'Cessons"']	 ['Jonas', 'Childebrand', 'Ni tous ces vains amas de frivoles', 'Miroir d’amour', '"Amitiés, Amourettes,', 'Dont"', '"Seignelay, je m’abuse.', 'Cessons"']
replace	   EN_non_corr_lg_9.csv[6707:6708]	 EN_corr_lg_9.csv[6227:6229]	 ['Sait']	 ['Tait', 'rome']
equal 	   EN_non_corr_lg_9.csv[6708:6726]	 EN_corr_lg_9.csv[6229:6247]	 ['grimace', 'Le Normand', 'Affecta', 'Apprirent', 'Composa', 'Le Parnasse', 'Diffama', 'Où toujours le héros', 'Ton', 'Ta', 'Condé', 'Condé', 'Flamands', 'Traçait', 'Senef 2', 'Malherbe', 'Courage sans pareil\xa0!', 'Iraient']	 ['grimace', 'Le Normand', 'Affecta', 'Apprirent', 'Composa', 'Le Parnasse', 'Diffama', 'Où toujours le héros', 'Ton', 'Ta', 'Condé', 'Condé', 'Flamands', 'Traçait', 'Senef 2', 'Malherbe', 'Courage sans pareil\xa0!', 'Iraient']
replace	   EN_non_corr_lg_9.csv[6726:6727]	 EN_corr_lg_9.csv[6247:6248]	 ['Pacolet']	 ['Parole']
equal 	   EN_non_corr_lg_9.csv[6727:6743]	 EN_corr_lg_9.csv[6248:6264]	 ['Louis de Bourbon', 'prince de Condé', 'Combat fameux de monseigneur le prince', 'Commencement du poëme', 'Charlemagne', 'Dieu', 'Amour de Dieu', 'Dieu', 'appréhenderont', 'Sorbonne', 'Oratoire', 'Meaux', 'Église', 'Ciel', 'Paris', 'Attrilio']	 ['Louis de Bourbon', 'prince de Condé', 'Combat fameux de monseigneur le prince', 'Commencement du poëme', 'Charlemagne', 'Dieu', 'Amour de Dieu', 'Dieu', 'appréhenderont', 'Sorbonne', 'Oratoire', 'Meaux', 'Église', 'Ciel', 'Paris', 'Attrilio']
replace	   EN_non_corr_lg_9.csv[6743:6745]	 EN_corr_lg_9.csv[6264:6265]	 ['"ullo ad Deum offensum', 'respeclu\xa0"']	 ['ullo ad Deum']
equal 	   EN_non_corr_lg_9.csv[6745:6747]	 EN_corr_lg_9.csv[6265:6267]	 ['supernaturalis', 'Jacques-Bénigne Bossuet']	 ['supernaturalis', 'Jacques-Bénigne Bossuet']
replace	   EN_non_corr_lg_9.csv[6747:6748]	 EN_corr_lg_9.csv[6267:6268]	 ['Louis-Antoine de Noaillos']	 ['Louis-Antoine de Noailles']
equal 	   EN_non_corr_lg_9.csv[6748:6749]	 EN_corr_lg_9.csv[6268:6269]	 ['Paris']	 ['Paris']
replace	   EN_non_corr_lg_9.csv[6749:6750]	 EN_corr_lg_9.csv[6269:6270]	 ['"Epitre x']	 ['"Pitre x']
equal 	   EN_non_corr_lg_9.csv[6750:6759]	 EN_corr_lg_9.csv[6270:6279]	 ['A"', 'Barbin', 'Vains', 'Charmer', 'Devenir quelquefois proverbes', 'Du Parnasse français', 'Vint', 'i Libraire', 'Onze lustres complets']	 ['A"', 'Barbin', 'Vains', 'Charmer', 'Devenir quelquefois proverbes', 'Du Parnasse français', 'Vint', 'i Libraire', 'Onze lustres complets']
replace	   EN_non_corr_lg_9.csv[6759:6760]	 EN_corr_lg_9.csv[6279:6280]	 ['Mes Vers']	 ['Des Vers']
equal 	   EN_non_corr_lg_9.csv[6760:6762]	 EN_corr_lg_9.csv[6280:6282]	 ['Régnier', 'A Pinchêne']	 ['Régnier', 'A Pinchêne']
replace	   EN_non_corr_lg_9.csv[6762:6763]	 EN_corr_lg_9.csv[6282:6283]	 ['Linière']	 ['Minière']
equal 	   EN_non_corr_lg_9.csv[6763:6770]	 EN_corr_lg_9.csv[6283:6290]	 ['Perrin', 'Pièce', 'Interdire chez vous l’entrée aux hyperboles\xa0;', 'Traiter tout noble mot de terme', 'Huer', 'Cid', 'Grands mots']	 ['Perrin', 'Pièce', 'Interdire chez vous l’entrée aux hyperboles\xa0;', 'Traiter tout noble mot de terme', 'Huer', 'Cid', 'Grands mots']
replace	   EN_non_corr_lg_9.csv[6770:6771]	 EN_corr_lg_9.csv[6290:6292]	 ['Pradon']	 ['Pardon', 'tiendriez']
equal 	   EN_non_corr_lg_9.csv[6771:6775]	 EN_corr_lg_9.csv[6292:6296]	 ['Trouver', 'Pyrame', 'Régulus', 'Thierry']	 ['Trouver', 'Pyrame', 'Régulus', 'Thierry']
replace	   EN_non_corr_lg_9.csv[6775:6776]	 EN_corr_lg_9.csv[6296:6297]	 ['Buzée']	 ['Butée']
equal 	   EN_non_corr_lg_9.csv[6776:6786]	 EN_corr_lg_9.csv[6297:6307]	 ['Hayneuve', 'Souffrir', 'Jonas', 'Cinna', '"Andromaque,', 'Vous croyez à grands"', 'Eh bien\xa0!', 'Amorcé', 'Dont', 'Fut']	 ['Hayneuve', 'Souffrir', 'Jonas', 'Cinna', '"Andromaque,', 'Vous croyez à grands"', 'Eh bien\xa0!', 'Amorcé', 'Dont', 'Fut']
replace	   EN_non_corr_lg_9.csv[6786:6787]	 EN_corr_lg_9.csv[6307:6308]	 ['Pièces de théâtre de Pradon']	 ['Pièces de théâtre de Pardon']
equal 	   EN_non_corr_lg_9.csv[6787:6799]	 EN_corr_lg_9.csv[6308:6320]	 ['Poëme', 'Fit', '"Ni petit, ni trop grand, très-peu voluptueux"', 'Ami de la vertu', 'Fils', 'Studieux amateur', 'Perse', '"Horace,', 'Assez près"', 'Régnier', '"Parnasse\xa0;', '"']	 ['Poëme', 'Fit', '"Ni petit, ni trop grand, très-peu voluptueux"', 'Ami de la vertu', 'Fils', 'Studieux amateur', 'Perse', '"Horace,', 'Assez près"', 'Régnier', '"Parnasse\xa0;', '"']
replace	   EN_non_corr_lg_9.csv[6799:6800]	 EN_corr_lg_9.csv[6320:6321]	 ['Permesse']	 ['Kermesse']
